58.73705154,16.76923077,417.2307692,96,-86.53846,0,0,17.85060937,108.5,426.25,158.8125,-30.63532938,176.25,0
58.99251692,16.92307692,416.7692308,96,-86.53846,0,0,18.12069375,67.5,457.0625,162.375,-27.98553625,2680.6875,0
59.25073923,17,416.7692308,96,-86.53846,0,0,18.37863588,23.88235294,439.4705882,172.1764706,-20.69518647,180,0
59.50708077,16.84615385,416.8461538,95.61538462,-86.80473308,0,0,18.62297647,24.76470588,440.5294118,174,-19.33884412,180,0
59.76444462,16.84615385,417.0769231,95.23076923,-87.07100615,0,0,18.89417846,54.30769231,441.6153846,180.4615385,-14.53274154,180,0
60.02205538,16.84615385,417.1538462,95.07692308,-87.17751538,0,0,19.15583875,76.6875,441.625,184,-11.90083,180,0
60.27939462,17,417,95.23076923,-87.07100615,0,0,19.41497563,82.9375,442.8125,184,-11.90083,180,0
60.53674,17,416.9230769,95,-87.23077,0,0,19.67827313,73.5625,443.8125,183.9375,-11.9473175,180,0
60.79321538,16.92307692,416.6923077,95,-87.23077,0,0,19.92920067,65,444.3333333,183.6666667,-12.14876333,180,0
61.04905923,16.69230769,416.6153846,95,-87.23077,0,0,20.17890333,71.2,444.5333333,183.8,-12.04959,180,0
61.30639077,16.76923077,417,95,-87.23077,0,0,20.43441188,79.6875,445.125,183.5625,-12.2262425,180,0
61.56652538,16.76923077,416,95.23076923,-87.07100615,0,0,20.68141286,89.07142857,445,183.6428571,-12.16647286,180,0
61.82090692,17,416.0769231,95.23076923,-87.07100615,0,0,20.94521846,86.30769231,444.4615385,183.0769231,-12.58741462,180,0
62.07996615,16.69230769,416.2307692,95,-87.23077,0,0,21.20311231,87.15384615,444.1538462,183.1538462,-12.53019923,180,0
62.33536692,17,416.0769231,95,-87.23077,0,0,21.46140615,100.5384615,444.3846154,183,-12.64463,180,0
62.59267923,17,416.1538462,95.15384615,-87.12426077,0,0,21.72165077,99.15384615,444.0769231,183.0769231,-12.58741462,180,0
62.85029923,16.76923077,416.3846154,95.07692308,-87.17751538,0,0,21.97674615,93.07692308,443.7692308,183,-12.64463,180,0
63.10731,16.84615385,416.1538462,95,-87.23077,0,0,22.23383692,108.9230769,443.9230769,183,-12.64463,180,0
63.36270615,16.84615385,416.6153846,95,-87.23077,0,0,22.49390077,105.9230769,443.9230769,183,-12.64463,180,0
63.62031923,16.92307692,416.2307692,95,-87.23077,0,0,22.75019615,98.46153846,444.6153846,183,-12.64463,180,0
63.87717077,16.76923077,416.3846154,95,-87.23077,0,0,23.00703077,91.69230769,444.6923077,183,-12.64463,180,0
64.13534,17,416.2307692,95,-87.23077,0,0,23.26496538,81.15384615,444.7692308,183,-12.64463,180,0
64.39378538,16.92307692,416.2307692,95,-87.23077,0,0,23.52419308,74.46153846,444.9230769,183,-12.64463,180,0
64.64904615,16.84615385,415.9230769,95,-87.23077,0,0,23.78171308,67.76923077,445,183,-12.64463,180,0
64.90789,17,410.3846154,96,-86.53846,0,0,24.03797231,48.46153846,444.6923077,183,-12.64463,180,0
65.16556154,16.76923077,425.1538462,81,-96.92307231,152.3076923,0,24.29707615,35.38461538,444,183,-12.64463,180,0
